proposal_id,proposal_title,country,Investigators,observation_band,total_hrs_requested,reviewer1,reviewer1_score,reviewer2,reviewer2_score,reviewer3,reviewer3_score,total_hrs_recommended
prop-072,Early Radio Emission from Tidal Disruption Events,Canada,"{""pi"": {""pi_fullname"": ""Bailey David"", ""pi_country"": ""Canada""}, ""tech_lead"": {""tech_lead_fullname"": ""Priya Cannon"", ""tech_lead_country"": ""Australia""}, ""co_pis"": [{""co_pi_fullname"": ""Laurence Reid"", ""co_pi_country"": ""Canada"", ""is_student"": false}, {""co_pi_fullname"": ""Ridwan Torres"", ""co_pi_country"": ""Canada"", ""is_student"": false}, {""co_pi_fullname"": ""Olivia Moreno"", ""co_pi_country"": ""Canada"", ""is_student"": false}, {""co_pi_fullname"": ""Daniyal Gonzales"", ""co_pi_country"": ""Canada"", ""is_student"": false}, {""co_pi_fullname"": ""Agnes Lambert"", ""co_pi_country"": ""Canada"", ""is_student"": false}]}",S-Band,32.00,P. Roosevelt,7,P. Norton,7.7,N. Katou,5.8,25.50
prop-073,Duty cycle and energetics of the remnant radio galaxy MIDAS J2253-3446,Italy,"{""pi"": {""pi_fullname"": ""Nana Shepard"", ""pi_country"": ""Italy""}, ""tech_lead"": {""tech_lead_fullname"": ""Mike Matthews"", ""tech_lead_country"": ""Canada""}, ""co_pis"": [{""co_pi_fullname"": ""Ashwin Barker"", ""co_pi_country"": ""Italy"", ""is_student"": false}, {""co_pi_fullname"": ""Effie Fitzpatrick"", ""co_pi_country"": ""Italy"", ""is_student"": false}, {""co_pi_fullname"": ""Tilly Yoder"", ""co_pi_country"": ""Italy"", ""is_student"": false}, {""co_pi_fullname"": ""Howard Koch"", ""co_pi_country"": ""Italy"", ""is_student"": false}]}",L-Band,3.50,P. Norton,7.7,P. Fuentes,7.2,N. Katou,9.7,3.00
prop-074,Resolving the mystery of a candidate Dark Galaxy,China,"{""pi"": {""pi_fullname"": ""Alfie Higgins"", ""pi_country"": ""China""}, ""tech_lead"": {""tech_lead_fullname"": ""Stuart Farrell"", ""tech_lead_country"": ""Australia""}, ""co_pis"": [{""co_pi_fullname"": ""Daniyal Gonzales"", ""co_pi_country"": ""China"", ""is_student"": false}, {""co_pi_fullname"": ""Amanda Bush"", ""co_pi_country"": ""China"", ""is_student"": false}, {""co_pi_fullname"": ""Honey Campos"", ""co_pi_country"": ""China"", ""is_student"": false}, {""co_pi_fullname"": ""Elaine Jimenez"", ""co_pi_country"": ""China"", ""is_student"": false}, {""co_pi_fullname"": ""Martina Bloggs"", ""co_pi_country"": ""China"", ""is_student"": false}]}",L-Band,12.00,A. Li,6.1,P. Norton,5.6,P. Fuentes,7.1,9.50
prop-075,Magnetization and kinematics in Circumgalactic Medium: Tidal vs. Gas Accretion,South Africa,"{""pi"": {""pi_fullname"": ""Ridwan Torres"", ""pi_country"": ""South Africa""}, ""tech_lead"": {""tech_lead_fullname"": ""Harri Carlson"", ""tech_lead_country"": ""Portugal""}, ""co_pis"": [{""co_pi_fullname"": ""Jennie Newton"", ""co_pi_country"": ""South Africa"", ""is_student"": false}, {""co_pi_fullname"": ""Effie Fitzpatrick"", ""co_pi_country"": ""South Africa"", ""is_student"": false}]}",X-Band,22.00,D. Piraino,5.1,P. Roosevelt,5.7,K. Angioli,9.2,22.00
prop-076,Formation of Gamma Ray Bursts in interacting galaxies,Canada,"{""pi"": {""pi_fullname"": ""Bailey David"", ""pi_country"": ""Canada""}, ""tech_lead"": {""tech_lead_fullname"": ""Stuart Farrell"", ""tech_lead_country"": ""Australia""}, ""co_pis"": [{""co_pi_fullname"": ""Dawid Fleming"", ""co_pi_country"": ""Canada"", ""is_student"": false}, {""co_pi_fullname"": ""Honey Campos"", ""co_pi_country"": ""Canada"", ""is_student"": false}, {""co_pi_fullname"": ""Ellen Abbott"", ""co_pi_country"": ""Canada"", ""is_student"": false}, {""co_pi_fullname"": ""Sebastien Singleton"", ""co_pi_country"": ""Canada"", ""is_student"": false}]}",UHF,36.00,P. Fuentes,6.5,K. Angioli,7.2,A. Li,7.7,32.00
prop-077,Search for Diffuse Radio Emission in SZ selected Galaxy Clusters in the Southern Hemisphere with the MeerKAT,Portugal,"{""pi"": {""pi_fullname"": ""Ida Mullins"", ""pi_country"": ""Portugal""}, ""tech_lead"": {""tech_lead_fullname"": ""Asa Chen"", ""tech_lead_country"": ""Canada""}, ""co_pis"": [{""co_pi_fullname"": ""Adelaide Villarreal"", ""co_pi_country"": ""Portugal"", ""is_student"": false}, {""co_pi_fullname"": ""Amina Edwards"", ""co_pi_country"": ""Portugal"", ""is_student"": false}]}",X-Band,24.00,C. Maas,5.6,P. Fuentes,8.1,K. Angioli,7.6,21.50
prop-078,Delineate the Fermi bubbles at radio with MeerKAT: a pilot study,France,"{""pi"": {""pi_fullname"": ""Ayah Escobar"", ""pi_country"": ""France""}, ""tech_lead"": {""tech_lead_fullname"": ""Priya Cannon"", ""tech_lead_country"": ""Australia""}, ""co_pis"": [{""co_pi_fullname"": ""Tilly Yoder"", ""co_pi_country"": ""France"", ""is_student"": false}, {""co_pi_fullname"": ""Sebastien Singleton"", ""co_pi_country"": ""France"", ""is_student"": false}, {""co_pi_fullname"": ""Clementine Golden"", ""co_pi_country"": ""France"", ""is_student"": false}, {""co_pi_fullname"": ""Marshall Lester"", ""co_pi_country"": ""France"", ""is_student"": false}, {""co_pi_fullname"": ""Honey Campos"", ""co_pi_country"": ""France"", ""is_student"": false}, {""co_pi_fullname"": ""Martina Bloggs"", ""co_pi_country"": ""France"", ""is_student"": false}]}",X-Band,40.00,P. Fuentes,6.6,P. Norton,6.4,N. Katou,7,40.00
prop-079,Isolated dwarf galaxies dominated by baryons,Ghana,"{""pi"": {""pi_fullname"": ""Brandon Vance"", ""pi_country"": ""Ghana""}, ""tech_lead"": {""tech_lead_fullname"": ""Gregory Leach"", ""tech_lead_country"": ""Germany""}, ""co_pis"": [{""co_pi_fullname"": ""Wayne Palmer"", ""co_pi_country"": ""Ghana"", ""is_student"": false}, {""co_pi_fullname"": ""Vinny Powers"", ""co_pi_country"": ""Ghana"", ""is_student"": false}, {""co_pi_fullname"": ""Eugene Brock"", ""co_pi_country"": ""Ghana"", ""is_student"": false}, {""co_pi_fullname"": ""Agnes Lambert"", ""co_pi_country"": ""Ghana"", ""is_student"": false}, {""co_pi_fullname"": ""Tommy Murray"", ""co_pi_country"": ""Ghana"", ""is_student"": false}, {""co_pi_fullname"": ""Zoe Sweeney"", ""co_pi_country"": ""Ghana"", ""is_student"": false}]}",L-Band,36.00,C. Maas,8.1,P. Roosevelt,5.3,N. Katou,8.1,36.00
prop-080,HI line imaging of NGC 5846 group,Switzerland,"{""pi"": {""pi_fullname"": ""Susie Watkins"", ""pi_country"": ""Switzerland""}, ""tech_lead"": {""tech_lead_fullname"": ""Kylie Logan"", ""tech_lead_country"": ""Germany""}, ""co_pis"": [{""co_pi_fullname"": ""Maximillian Walker"", ""co_pi_country"": ""Switzerland"", ""is_student"": false}, {""co_pi_fullname"": ""Lochlan Mack"", ""co_pi_country"": ""Switzerland"", ""is_student"": false}, {""co_pi_fullname"": ""Keane Randall"", ""co_pi_country"": ""Switzerland"", ""is_student"": false}, {""co_pi_fullname"": ""Alys Wright"", ""co_pi_country"": ""Switzerland"", ""is_student"": false}]}",S-Band,89.00,N. Katou,6.6,D. Piraino,8.7,C. Maas,6.1,71.25
prop-081,To map the Warm Ionized Medium in the Galaxy using MeerKAT and FAST,Sweden,"{""pi"": {""pi_fullname"": ""Blaine Hansen"", ""pi_country"": ""Sweden""}, ""tech_lead"": {""tech_lead_fullname"": ""Cian Santana"", ""tech_lead_country"": ""Portugal""}, ""co_pis"": [{""co_pi_fullname"": ""Mikey Saunders"", ""co_pi_country"": ""Sweden"", ""is_student"": false}]}",S-Band,8.00,P. Fuentes,9,P. Norton,6.5,P. Roosevelt,9.9,7.00
prop-082,A MeerKAT HI-line study of Local Volume dwarf galaxies,South Africa,"{""pi"": {""pi_fullname"": ""Abel Contreras"", ""pi_country"": ""South Africa""}, ""tech_lead"": {""tech_lead_fullname"": ""Tasneem Blake"", ""tech_lead_country"": ""Germany""}, ""co_pis"": [{""co_pi_fullname"": ""Clementine Golden"", ""co_pi_country"": ""South Africa"", ""is_student"": false}, {""co_pi_fullname"": ""Barbara Baird"", ""co_pi_country"": ""South Africa"", ""is_student"": false}, {""co_pi_fullname"": ""Wiktor Church"", ""co_pi_country"": ""South Africa"", ""is_student"": false}, {""co_pi_fullname"": ""Jakob Elliott"", ""co_pi_country"": ""South Africa"", ""is_student"": false}, {""co_pi_fullname"": ""Barbara Baird"", ""co_pi_country"": ""South Africa"", ""is_student"": false}]}",S-Band,39.00,A. Li,6.1,P. Norton,7.9,P. Roosevelt,7.9,39.00
prop-083,A Search for Pulsars Around Sgr A* through Rotation Measure,Germany,"{""pi"": {""pi_fullname"": ""Eugene Brock"", ""pi_country"": ""Germany""}, ""tech_lead"": {""tech_lead_fullname"": ""Priya Cannon"", ""tech_lead_country"": ""Australia""}, ""co_pis"": [{""co_pi_fullname"": ""Tabitha Lamb"", ""co_pi_country"": ""Germany"", ""is_student"": false}]}",L-Band,9.00,K. Angioli,8,P. Fuentes,6.2,P. Roosevelt,5.1,9.00
prop-084,Accelerated evolution in the densest groups of galaxies: MeerKAT imaging of the missing HI,Australia,"{""pi"": {""pi_fullname"": ""Tilly Yoder"", ""pi_country"": ""Australia""}, ""tech_lead"": {""tech_lead_fullname"": ""Mike Matthews"", ""tech_lead_country"": ""Canada""}, ""co_pis"": [{""co_pi_fullname"": ""Stuart Farrell"", ""co_pi_country"": ""Australia"", ""is_student"": false}, {""co_pi_fullname"": ""Cian Santana"", ""co_pi_country"": ""Australia"", ""is_student"": false}]}",S-Band,37.50,C. Maas,4.9,D. Piraino,6.7,P. Roosevelt,7.5,37.50
prop-085,MeerKAT observations of the ridge connecting the galaxy clusters pair A399-A401,United Kingdom,"{""pi"": {""pi_fullname"": ""Fatimah Cruz"", ""pi_country"": ""United Kingdom""}, ""tech_lead"": {""tech_lead_fullname"": ""Maariyah Harding"", ""tech_lead_country"": ""Australia""}, ""co_pis"": [{""co_pi_fullname"": ""Harri Carlson"", ""co_pi_country"": ""United Kingdom"", ""is_student"": false}, {""co_pi_fullname"": ""Dawid Fleming"", ""co_pi_country"": ""United Kingdom"", ""is_student"": false}, {""co_pi_fullname"": ""Honey Campos"", ""co_pi_country"": ""United Kingdom"", ""is_student"": false}, {""co_pi_fullname"": ""Olivia Moreno"", ""co_pi_country"": ""United Kingdom"", ""is_student"": false}, {""co_pi_fullname"": ""Honey Campos"", ""co_pi_country"": ""United Kingdom"", ""is_student"": false}]}",X-Band,52.00,A. Li,6.6,P. Roosevelt,9.7,N. Katou,6.2,41.50
prop-086,A Southern Radio Survey of the Fast Blue Optical Transients,Australia,"{""pi"": {""pi_fullname"": ""Pedro Parsons"", ""pi_country"": ""Australia""}, ""tech_lead"": {""tech_lead_fullname"": ""Janice Mcgowan"", ""tech_lead_country"": ""Netherlands""}, ""co_pis"": [{""co_pi_fullname"": ""Mikey Saunders"", ""co_pi_country"": ""Australia"", ""is_student"": false}, {""co_pi_fullname"": ""Gwen Stuart"", ""co_pi_country"": ""Australia"", ""is_student"": false}, {""co_pi_fullname"": ""Jakob Elliott"", ""co_pi_country"": ""Australia"", ""is_student"": false}]}",X-Band,13.50,N. Katou,8.9,C. Maas,5.8,P. Roosevelt,9.4,13.50
prop-087,HI intensity mapping with MeerKAT: Hunting down the power spectrum,South Africa,"{""pi"": {""pi_fullname"": ""Aysha Whitaker"", ""pi_country"": ""South Africa""}, ""tech_lead"": {""tech_lead_fullname"": ""Bruce Bullock"", ""tech_lead_country"": ""United Kingdom""}, ""co_pis"": [{""co_pi_fullname"": ""Aysha Whitaker"", ""co_pi_country"": ""South Africa"", ""is_student"": false}, {""co_pi_fullname"": ""Howard Koch"", ""co_pi_country"": ""South Africa"", ""is_student"": false}, {""co_pi_fullname"": ""Nicolas Rice"", ""co_pi_country"": ""South Africa"", ""is_student"": false}, {""co_pi_fullname"": ""Tabitha Lamb"", ""co_pi_country"": ""South Africa"", ""is_student"": false}, {""co_pi_fullname"": ""Amanda Bush"", ""co_pi_country"": ""South Africa"", ""is_student"": false}, {""co_pi_fullname"": ""Fatimah Cruz"", ""co_pi_country"": ""South Africa"", ""is_student"": false}]}",L-Band,85.00,N. Katou,5.6,C. Maas,8.9,P. Norton,9.8,68.00
